;openalex_id;journal_id;journal_name;publication_year;has_osf;has_git;doi;country;author;title;keywords;method_quali;open_answers;interview;observation;documents;method_quanti;one_m;multiple_m;quasiexperiment;experiment;intervention;primary_data;secondary_data;review;method_other;open_data;open_code;open_material;open_analysis;prerig;notes2;study_type;
75;W2901753813;S2596526815;Frontiers in Education;2018;TRUE;FALSE;https://doi.org/10.3389/feduc.2018.00100;Netherlands;"van Peppen, L. M.; Verkoeijen, P. P. J. L.; Heijltjes, A. E. G.; Janssen, E. M.; Koopmans, D.; van Gog, T.";Effects of Self-Explaining on Learning and Transfer of Critical Thinking Skills;" critical thinking; reasoning; heuristics and biases; instructional design; desirable difficulties; self-explaining";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;1;0;1;1;NA;"study_material; scoring";quantitative;
76;W4366772406;S2738008561;Education Sciences;2023;TRUE;FALSE;https://doi.org/10.3390/educsci13040424;Netherlands;Endendijk, J. J.;A Person-Centered Approach toward Balanced Gender Identity in Emerging Adults: Associations with Self-Esteem and Attitudes about Education;"balanced identity theory; gender-science stereotypes; gender identity; self-concept; occupational interest";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
77;W4313472085;S2738008561;Education Sciences;2023;TRUE;FALSE;https://doi.org/10.3390/educsci13010049;Netherlands;"Weijers, R.; de Koning, B.; Vermetten, Y.; Paas, F.";Nudging Autonomous Learning Behavior: Three Field Experiments;"nudging; autonomous learning behavior; classroom intervention; educational psychology";0;0;0;0;0;1;0;0;0;1;1;1;0;0;NA;1;1;1;0;NA;NA;quantitative;
81;W4411106697;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1595648;NA;"Konstantinidou, E.; Michaelides, M. P.";Assessment mode and inconsistent responding on a mixed-worded scale: evidence from TIMSS 2019 across grades and countries;"assessment mode; inconsistent responding; mixed-worded scale; TIMSS; cross-cultural comparison";0;0;0;0;0;1;1;0;0;1;1;0;1;0;NA;1;1;0;0;NA;NA;quantitative;
83;W4409074390;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1418184;NA;"Valverde-Rebaza, J.; Rodrigues de Ges, F.; Noguez, J.; Da Silva, N. C.";Skill-based employment taxonomy in the global IT industry 5.0;"IT employment taxonomy; Industry 5.0 skills; job classification; information technology market; STEM skills; educational innovation; higher education; professional education";0;0;0;0;0;1;1;0;0;0;0;1;1;0;NA;1;0;0;0;NA;NA;quantitative;
84;W4408041072;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1522694;NA;"Mota, F. B.; Cabral, B. P.; Braga, L. A. M.; Lopes, R. M.";Mapping the global research on project-based learning: a bibliometric and network analysis (20142024);"project-based learning; scientific publications; PRISMA; bibliometrics; network analysis";0;0;0;0;0;1;0;0;0;0;0;0;1;1;NA;0;0;0;1;NA;NA;quantitative;
85;W4407253394;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1432982;NA;"Tene, T.; Vique Lpez, D. F.; Valverde Aguirre, P. E.; Cabezas Oviedo, M.; Vacacela Gomez, C.; Bellucci, S.";A systematic review of serious games as tools for STEM education;"serious games; STEM education; game-based learning; learning outcomes; engagement; performance";0;0;0;0;0;1;0;0;0;0;0;0;1;1;NA;1;0;0;0;NA;NA;quantitative;
86;W4402636295;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1435758;NA;"Fukaya, T.; Nakamura, D.; Kitayama, Y.; Nakagoshi, T.";A systematic review and meta-analysis of intervention studies on mathematics and science pedagogical content knowledge;"pedagogical content knowledge; intervention; meta-analysis; systematic review; meta-regression analysis";0;0;0;0;0;1;0;0;0;0;0;0;1;1;NA;1;1;0;0;1;NA;quantitative;
87;W4399871994;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1410163;NA;"Tene, T.; Marcatoma Tixi, J. A.; Palacios Robalino, M. L.; Mendoza Salazar, M. J.; Vacacela Gomez, C.; Bellucci, S.";Integrating immersive technologies with STEM education: a systematic review;"immersive technologies; virtual reality; augmented reality; STEM education; PICOS approach; PRISMA guidelines; teaching and learning";0;0;0;0;0;1;0;0;0;0;0;0;1;1;NA;1;0;0;1;NA;NA;quantitative;
89;W3217578254;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.731634;NA;"Eriksson, K.; Lindvall, J.; Helenius, O.; Ryve, A.";Socioeconomic Status as a Multidimensional Predictor of Student Achievement in 77 Societies;"student achievement; achievement gap; socioeconomic status; human development; composite measure";0;0;0;0;0;1;1;0;0;0;0;0;1;0;NA;1;0;0;0;NA;NA;quantitative;
92;W3047139001;S2596526815;Frontiers in Education;2020;FALSE;TRUE;https://doi.org/10.3389/feduc.2020.562670;NA;"Mehler, A.; Hemati, W.; Welke, P.; Konca, M.; Uslu, T.";Multiple Texts as a Limiting Factor in Online Learning: Quantifying (Dis-)similarities of Knowledge Networks;"multiple texts; information landscape; knowledge graphs; intratextual similarity; intertextual similarity; three-level topic model; network similarity measurement; linguistic relativity";0;0;0;0;0;1;1;0;0;0;0;1;1;0;NA;1;1;0;0;NA;NA;quantitative;
102;W4321375736;S2596526815;Frontiers in Education;2023;FALSE;TRUE;https://doi.org/10.3389/feduc.2023.1029234;Mexico;"Ponce-Lopez, R.; Peraza-Mues, G.; Gmez-Zaldvar, F.; Membrillo-Hernndez, J.; Acua-Lpez, A.; Caratozzolo, P.";Knowledge based urban development: An approach to innovation districts based on education;"innovation districts; STEM education; educational innovation; socially oriented education; higher education";0;0;0;0;0;1;0;1;0;0;0;0;1;0;NA;1;0;0;0;NA;NA;quantitative;
103;W4391229585;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14020122;Malta;"Attard, C.; Kerr-Cumbo, R.; Muscat-Inglott, M.; Darmanin, M.; Schembri, H.";A Study of the Effects of a Structured Daily Physical Activity Intervention in Schools in Malta;"pedometer; daily physical activity; children; Malta; state schools";0;0;0;0;0;1;0;1;1;0;1;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
105;W4410753811;S2738008561;Education Sciences;2025;FALSE;TRUE;https://doi.org/10.3390/educsci15060654;Italy;"Nadalini, A.; Marzi, C.; Ferro, M.; Cinini, A.; Cutugno, P.; Chiarella, D.";Inferential Reading Skills in High School: A Study on Comprehension Profiles;"reading strategies; comprehension profiles; inferential processing; finger-tracking; cognitive reading processes";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
107;W7154132050;S2764918247;Cogent Education;2026;TRUE;FALSE;https://doi.org/10.1080/2331186x.2026.2655011;Iran;"Sajadi, S. A.; Maroufi, Y.; Abdulrahman, B. S.";Exploring social distance of Iranian students from international students: a preliminary survey study;"Social interaction; Bogardus Social Distance Scale (BSDS); academic major; higher education; international students; social closeness";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;1;0;NA;fragebogen;quantitative;
108;W3205081603;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.744686;India;Mak, M. H. C.;Childrens Motivation to Learn at Home During the COVID-19 Pandemic: Insights From Indian Parents;"motivation; COVID-19; learning; survey; India; parent; children";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
109;W4379056796;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2023.1160430;Hongkong;"Cheung, Y. Y. H.; Lam, K. F.; Zhang, H.; Kwan, C. W.; Wat, K. P.; Zhang, Z.; Zhu, K.; Chung, Y. K.; Yin, G.";A randomized controlled experiment for comparing face-to-face and online teaching during COVID-19 pandemic;"e-learning; face-to-face learning; online teaching; randomized controlled experiment; teaching effectiveness";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
112;W4282842276;S2738008561;Education Sciences;2022;TRUE;FALSE;https://doi.org/10.3390/educsci12060404;Greece;"Mouchritsa, M.; Romero, A.; Garay, U.; Kazanopoulos, S.";Teachers Attitudes towards Inclusive Education at Greek Secondary Education Schools;"attitudes; inclusive education; Greek secondary schools; general education; special education";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
113;W4366266252;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2023.1046492;Germany, Switzerland;"Edelsbrunner, P. A.; Hofer, S. I.";Unraveling the relation between representational competence and conceptual knowledge across four samples from two different countries;"representational competence; conceptual knowledge; undergraduates; stem education; latent profile analysis";0;0;0;0;0;1;1;0;0;0;0;0;1;0;NA;1;0;0;0;NA;NA;quantitative;
114;W4392054927;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1316059;Germany, Austria;"Lutz, S.; Frey, A.; Rank, A.; Gebhardt, M.";InClass  an instrument to assess classroom management in inclusive and special education with a focus on heterogeneous learning groups;"classroom management; InClass; inclusive education; special education; student teachers; special educational needs (SEN)";0;0;0;0;0;1;1;0;0;0;0;1;0;0;psychometric;1;1;0;0;NA;NA;quantitative;
115;W2995887784;S2738252563;AERA Open;2019;TRUE;FALSE;https://doi.org/10.1177/2332858419894276;Germany;"Daumiller, M.; Janke, S.";The Impact of Performance Goals on Cheating Depends on How Performance Is Evaluated;"achievement goals; evaluation standards; cheating; academic dishonesty; performance goals";0;0;0;0;0;1;1;0;0;1;1;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
116;W7119127971;S2596526815;Frontiers in Education;2026;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1731080;Germany;"Beege, M.; Mengelkamp, C.; Nebel, S.";Challenging the notion of a general disfluency effect: the moderating effect of element-interactivity on perceptual disfluency;"cognitive load; disfluency effect; element interactivity; metacognition; perceptual disfluency";0;0;0;0;0;1;1;0;0;1;1;1;0;0;NA;1;0;1;0;NA;NA;quantitative;
117;W4416128254;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1515281;Germany;"Ludewig, U.; Becher, L.; McElvany, N.";How useful are interpretation aids for communicating large-scale assessment results to teachers?;"large-scale assessment (LSA); reading literacy; teacher education; data literacy; science communication";0;0;0;0;0;1;1;0;0;1;0;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
118;W4406406258;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1347749;Germany;"Munk, S.; Holzberger, D.; Bheim, R.; Seidel, T.";Supportive teachers, active students: Is teacher support a promising key to engaging students with and without migration backgrounds?;"migration background; teacher support; error culture; participation; engagement";0;0;0;0;0;1;0;1;0;0;0;0;1;0;NA;0;1;0;0;NA;NA;quantitative;
119;W4406041816;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1477841;Germany;"Gutowski, R.; Novotn, P.; Jantov, V.; Groschedl, J.";Do future biology teachers bug out with higher insect-related knowledge and more positive attitudes? A comparison of different education levels;"biology education; knowledge about insects; attitudes toward insects; secondary school students; pre-service biology teachers; gender";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;1;0;NA;fragebogen;quantitative;
120;W4404537873;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1397936;Germany;"Kreutzmann, M.; Frhauf, M.; Hannover, B.; Koeppen, K.";Communal and agentic teacher behavior in teacher-child dyads. A new self-report scale based on a circumplex approach;"agency; communion; interpersonal teacher behavior; dyads; adaptive teaching";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;1;0;NA;fragebogen;quantitative;
121;W4399157459;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1368503;Germany;"Vinokic, K.; Baron, F.; Kunter, M.; Linberg, A.; Begrich, L.; Kuger, S.";Using the thin slices technique to assess interactional quality in early childhood education and care settings;"thin slices technique; ECEC research; interaction quality; psychometric accuracy; first impressions; applied measurement";0;0;0;0;0;1;1;0;0;0;0;0;1;0;NA;0;0;0;0;1;NA;quantitative;
122;W4394723324;S2596526815;Frontiers in Education;2024;TRUE;FALSE;https://doi.org/10.3389/feduc.2024.1378313;Germany;"Sigmund, J. L.; Mehlhase, H.; Schulte-Krne, G.; Moll, K.";Early cognitive predictors of spelling and reading in German-speaking children;"spelling development; reading development; predictors; longitudinal; kindergarten; German orthography";0;0;0;0;0;1;0;1;0;0;0;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
123;W4387569670;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2023.1234739;Germany;"Nicolay, P.; Huber, C.";A question of feedback? Studying effects of academic performance and teacher feedback on primary school students social acceptance in an experimental setting;"social acceptance; teacher feedback; social referencing; social participation; peer acceptance";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;0;0;1;0;NA;video;quantitative;
124;W4320495761;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2023.1033488;Germany;"Bosch, J.; Wilbert, J.";The impact of social comparison processes on self-evaluation of performance, self-concept, and task interest;"social comparison; self-evaluation; self-concept; interest; contrast effects";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
125;W4311865240;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.976556;Germany;"Schmidt, K.; Rosman, T.; Cramer, C.; Besa, K.-S.; Merk, S.";Teachers trust educational science - Especially if it confirms their beliefs;"evidence-informed education; anecdotal evidence; confirmation bias; second-hand evaluation; scientific evidence; trust in science; teacher education";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;1;1;1;0;NA;fragebogen;quantitative;
126;W4309698393;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.945733;Germany;"Ebenbeck, N.; Gebhardt, M.";Simulating computerized adaptive testing in special education based on inclusive progress monitoring data;"computerized adaptive testing; inclusive; diagnostics; assessment; formative";0;0;0;0;0;1;1;1;0;0;0;0;1;0;psychometric;1;1;0;0;NA;NA;quantitative;
127;W4308416323;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.977631;Germany;"Bauer, E.; Sailer, M.; Kiesewetter, J.; Fischer, M. R.; Fischer, F.";Diagnostic argumentation in teacher education: Making the case for justification, disconfirmation, and transparency;"teacher education; diagnostic argumentation; scientific argumentation; diagnostic accuracy; diagnostic judgment; diagnostic knowledge";0;0;0;0;0;1;0;1;0;0;0;0;1;0;NA;0;0;1;0;NA;fallbeispiele;quantitative;
128;W4303962057;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.943091;Germany;"Rahe, M.; Jansen, P.";Understanding the relationship between perceived stress, academic motivation, and physical activity in college students during the coronavirus pandemic;"coronavirus pandemic; stress; motivation; physical activity; students; gender differences";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;0;0;0;0;1;NA;quantitative;
129;W4292409449;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.920498;Germany;"Hase, A.; Kahnbach, L.; Kuhl, P.; Lehr, D.";To use or not to use learning data: A survey study to explain German primary school teachers usage of data from digital learning platforms for purposes of individualization;"Data-Based Decision Making; digital learning platforms; individualization; Learning Analytics; primary school teacher; structural equation modeling; Theory of Planned Behavior";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;0;0;0;0;1;NA;quantitative;
130;W4286433114;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.868752;Germany;"Meuleners, J. S.; Neuhaus, B. J.; Eberle, J.";Basic needs support and achievement emotions in daily research of life scientists considering academic positions;"academic staff; daily research; post-docs; professors; achievement emotions; basic needs support; tertiary education";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;0;0;1;0;NA;fragebogen;quantitative;
131;W4286633215;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.917944;Germany;"Wilbert, J.; Brnert-Ringleb, M.; Lke, T.";Statistical Power of Piecewise Regression Analyses of Single-Case Experimental Studies Addressing Behavior Problems;"single-case design; single case analysis; Monte-Carlo simulation; behavior problems; special education; research design; single-case experimental design";0;0;0;0;0;1;0;1;0;0;0;1;0;0;methodical;0;1;0;0;NA;NA;quantitative;
132;W4283160472;S2596526815;Frontiers in Education;2022;TRUE;FALSE;https://doi.org/10.3389/feduc.2022.892312;Germany;"Lenski, S.; Elsner, S.; Groschedl, J.";Comparing Construction and Study of Concept Maps  An Intervention Study on Learning Outcome, Self-Evaluation and Enjoyment Through Training and Learning;"biology education; concept maps; metacognition; learning; performance; training";0;0;0;0;0;1;0;1;1;0;1;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
133;W3167017427;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.684595;Germany;"Schurig, M.; Jungjohann, J.; Gebhardt, M.";Minimization of a Short Computer-Based Test in Reading;"learning progress monitoring; test minimization; test length; computer-based testing; test development; item reduction";0;0;0;0;0;1;0;1;0;0;0;1;1;0;psychometric;1;1;0;0;NA;NA;quantitative;
134;W3166383600;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.668538;Germany;"Ehninger, J.; Knigge, J.; Schurig, M.; Rolle, C.";A New Measurement Instrument for Music-Related Argumentative Competence: The MARKO Competency Test and Competency Model;"music-related argumentation; competency; assessment; music; reasoning; item response theory; empirical research; musical judgment";0;0;0;0;0;1;1;0;0;0;0;1;0;0;psychometric;1;1;0;0;NA;NA;quantitative;
136;W4407296209;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15020205;Germany;"Ftterer, T.; Wurst, C.; Goeze, A.";Rethinking Professional Development: Development and Evaluation of an Evidence-Based Online PD Course on the Effective Use of Technology in the Classroom;"online professional development; ICAP; in-service teacher training; prepost design; teachers technological pedagogical knowledge";0;0;0;0;0;1;0;1;0;0;1;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
137;W4405759469;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci15010005;Germany;"Zellner, J.; Ebenbeck, N.; Gebhardt, M.";Designing a Digital Flash Reading Test for Data-Based Decisions in Inclusive Classrooms: Duration and Word Length as Difficulty-Generating-Item Characteristics;"reading diagnostics; flash reading test; assessment; reading speed; inclusive teaching";0;0;0;0;0;1;1;0;0;0;0;1;0;0;psychometric;1;1;0;0;NA;NA;quantitative;
138;W4391844952;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14020196;Germany;"Dchne, M.; Lesperance, K.; Ziernwald, L.; Holzberger, D.";From Research to RetweetsExploring the Role of Educational Twitter (X) Communities in Promoting Science Communication and Evidence-Based Teaching;"social media; twitter (X); teacher professional development; science communication; researcherpractitioner gap; evidence-based teaching; teacher survey; analytical hierarchy process; natural language processing; sentiment analysis";0;0;0;0;0;1;0;0;0;0;0;1;1;0;NA;1;0;1;0;NA;fragebogen;quantitative;
139;W3211866497;S2596526815;Frontiers in Education;2021;TRUE;FALSE;https://doi.org/10.3389/feduc.2021.733663;France;"Corrg, J.-B.; Michinov, N.";Group Size and Peer Learning: Peer Discussions in Different Group Size Influence Learning in a Biology Exercise Performed on a Tablet With Stylus;"biology; gender; group discussion; group size; peer learning; tablets";0;0;0;0;0;1;0;1;1;0;1;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
140;W4409234094;S4210201537;International Journal of Educational Technology in Higher Education;2025;TRUE;FALSE;https://doi.org/10.1186/s41239-025-00523-3;Finland;"Heikkinen, S.; Saqr, M.; Malmberg, J.; Tedre, M.";A longitudinal study of interplay between student engagement and self-regulation;"learning analytics; self-regulated learning; student engagement; online education; multi-channel clustering; sequence analysis; hidden Markov models; asynchronous learning";0;0;0;0;0;1;0;1;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
143;W3195878146;S2738008561;Education Sciences;2021;TRUE;FALSE;https://doi.org/10.3390/educsci11090457;Estland;"Tilga, H.; Kalajas-Tilga, H.; Hein, V.; Raudsepp, L.; Koka, A.";Perceived Autonomy Support from Peers, Parents, and Physical Education Teachers as Predictors of Physical Activity and Health-Related Quality of Life among AdolescentsA One-Year Longitudinal Study;"physical activity; health-related quality of life; autonomy support; trans-contextual model of motivation; adolescents; physical education; motivation; self-determination theory";0;0;0;0;0;1;0;1;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
145;W4401455762;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14080864;Ecuador;"Bedoya-Guerrero, A.; Basantes-Andrade, A.; Rosales, F. O.; Naranjo-Toro, M.; Len-Carlosama, R.";Soft Skills and Employability of Online Graduate Students;"soft skills; employability; online graduate students; online education; skills development; student development; innovative training; social development";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;0;1;1;0;NA;fragebogen;quantitative;
146;W4205477402;S2738008561;Education Sciences;2021;FALSE;TRUE;https://doi.org/10.3390/educsci12010017;Ecuador;"Benalczar, M. E.; Barona, L.; Valdivieso, . L.; Vimos, V. H.; Velastegui, D.; Santacruz, C. J.";Educational Impact on Ecuadorian University Students Due to the COVID-19 Context;"Sars-CoV2; COVID-19; PLS-SEM; university students; Ecuador; educational impact";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
147;W4410185692;S2596526815;Frontiers in Education;2025;TRUE;FALSE;https://doi.org/10.3389/feduc.2025.1576918;Czech Republic, Slovakia;"Ballov Mikukov, E.; Vereov, M.; Gatial, V.; Badoek, R.; Kimplov, T.";Professional competencies, motivation, cognitive abilities and personality in pre-service teachers;"professional competency; personality; motivation; cognitive ability; teacher";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
148;W4405456984;S2596526815;Frontiers in Education;2024;FALSE;TRUE;https://doi.org/10.3389/feduc.2024.1451859;Colombia;"Uribe, V.; Figueroa, P.; Gomez, V.";The influence of metaverse environment design on the quality of experience in virtual reality classes: a comparative study;"Applied computing; Education; e-learning; human-centered computing; Human-computer interaction; interaction paradigms; virtual reality";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
149;W4414879973;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1683176;China;"Xie, H.; Zhang, G.; Yan, R.";Students acceptance of artificial intelligence eBooks using LCA and SEM: a case study of medical book in China;"AI eBooks; acceptance; digital literacy; latent class model; structural equation model";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;0;0;1;0;NA;study_material;quantitative;
150;W4414777095;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1673956;China;"Wang, X.; Zhou, J.; Jian, L.; Yin, Y.; Li, L.";Empowering college students to select ideal advisors: a text-based recommendation model;"advisor recommendation; text-based recommendation; bidirectional encoder representations from transformers; simple contrastive learning of sentence embeddings; large language model";0;0;0;0;0;1;1;1;0;0;0;1;1;0;NA;1;1;0;0;NA;NA;quantitative;
151;W4413179718;S2596526815;Frontiers in Education;2025;FALSE;TRUE;https://doi.org/10.3389/feduc.2025.1624827;China;"Ma, Y.; Liu, L.";HSNMF enables accurate and effective analysis for the college students psychological health education data and student life data;"psychological health education; matrix factorization; hypergraph learning; data visualization; depress status association analysis";0;0;0;0;0;1;1;0;0;0;0;0;1;0;bibliometric;1;1;0;0;NA;NA;quantitative;
153;W4408114480;S2738008561;Education Sciences;2025;TRUE;FALSE;https://doi.org/10.3390/educsci15030310;China;"Chow, T. S.; To, K.";Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mindset in Generative Artificial Intelligence Usage in Higher Education;"generative artificial intelligence; technology adoption; growth mindset; technology anxiety; performance expectancy; effort expectancy; higher education";0;0;0;0;0;1;1;0;0;0;0;1;0;0;NA;1;0;0;0;NA;NA;quantitative;
154;W4398134729;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14050548;China;"Su, C.; Liu, X.; Gan, X.; Zeng, H.";Using Synchronized Eye Movements to Predict Attention in Online Video Learning;"eye tracking; intersubject correlation; online learning; learning styles; attentional assessment";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
155;W4391926641;S2738008561;Education Sciences;2024;TRUE;FALSE;https://doi.org/10.3390/educsci14020204;China;"Getty, D. J.; Wei, X.; Chen, L.";Independent Semantic and Syntactic Representations in L2 Mandarin Learners: Evidence from Structural Priming;"structural priming; reading; bilingualism";0;0;0;0;0;1;0;1;0;1;0;1;0;0;NA;1;1;0;0;NA;NA;quantitative;
156;W4385954779;S2596526815;Frontiers in Education;2023;TRUE;FALSE;https://doi.org/10.3389/feduc.2023.1104945;Canada;"Archibald, L. M. D.; Davison, C.; Kuiack, A.; Doytchinova, S.; King, C.; Shore-Reid, D.; Cook, P.; Vollebregt, M.";Comparing community-based reading interventions for middle school children with learning disabilities: possible order effects when emphasizing skills or reasoning;"community-based; skill-based; reason-based; reading programs; randomized cross-over design";0;0;0;0;0;1;0;1;0;1;1;1;0;0;NA;0;0;0;0;1;NA;quantitative;
157;W4407203081;S4210201537;International Journal of Educational Technology in Higher Education;2025;FALSE;TRUE;https://doi.org/10.1186/s41239-025-00505-5;Canada;"Bordalejo, B.; Pafumi, D.; Onuh, F.; Khalid, A. K. M. I.; Pearce, M. S.; ODonnell, D. P.";Scarlet Cloak and the Forest Adventure: A Preliminary Study of the Impact of AI on Commonly Used Writing Tools;"AI writing tools; AI detection; Grammarly; GPTZero; Turnitin; academic integrity; writing assistance";0;0;0;0;0;1;1;0;0;1;0;1;1;0;NA;1;1;0;0;NA;NA;quantitative;
158;W4309689362;S2738008561;Education Sciences;2022;FALSE;TRUE;https://doi.org/10.3390/educsci12120845;Brazil;"Melo, E.; Silva, I.; Costa, D. G.; Viegas, C. M. D.; Barros, T. M.";On the Use of eXplainable Artificial Intelligence to Evaluate School Dropout;"xplainable artificial intelligence; XAI; school dropout; machine learning; educational data science";0;0;0;0;0;1;0;1;0;0;0;0;1;0;NA;0;1;0;0;NA;NA;quantitative;
159;W4283277837;S2738008561;Education Sciences;2022;FALSE;TRUE;https://doi.org/10.3390/educsci12070423;Bangladesh;"Jony, S. S. R.; Kano, T.; Hayashi, R.; Matsuda, N.; Rahman, M. S.";n Exploratory Study of Online Job Portal Data of the ICT Sector in Bangladesh: Analysis, Recommendations and Preliminary Implications for ICT Curriculum Reform;"ICT sector; online job portal data; Bangladesh; digital skills; curriculum reform";0;0;0;0;0;1;0;1;0;0;0;1;0;0;NA;0;1;0;0;NA;NA;quantitative;
160;W3006879939;S2596526815;Frontiers in Education;2020;TRUE;FALSE;https://doi.org/10.3389/feduc.2020.00015;Austria;"Breuer, S.; Scherndl, T.; Ortner, T. M.";Effects of Response Format on Psychometric Properties and Fairness of a Matrices Test: Multiple Choice vs. Free Response;NA;0;0;0;0;0;1;1;0;0;1;0;1;0;0;psychometric;1;1;0;0;NA;NA;quantitative;
